,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
445285,520,1276,5,976228964,F,35,20,55104,Cool Hand Luke (1967),Comedy|Drama,False
239029,2854,47,4,972513119,F,18,4,64151,Seven (Se7en) (1995),Crime|Thriller,False
538171,1649,2021,3,974711961,M,18,19,98034,Dune (1984),Fantasy|Sci-Fi,False
747165,937,2411,3,991739491,M,25,15,60513,Rocky IV (1985),Action|Drama,False
355223,1696,1393,4,974763089,M,35,7,95765,Jerry Maguire (1996),Drama|Romance,False
642477,839,2377,4,980758851,M,25,0,98103,Lifeforce (1985),Horror|Sci-Fi,False
242007,3148,296,5,968995526,M,18,20,72837,Pulp Fiction (1994),Crime|Drama,False
795381,1836,2186,5,974828713,M,25,0,10016,Strangers on a Train (1951),Film-Noir|Thriller,False
381196,219,3481,3,976837394,F,25,4,55113,High Fidelity (2000),Comedy,False
821202,2016,3546,3,974676496,F,56,2,20783,What Ever Happened to Baby Jane? (1962),Drama|Thriller,False
77170,3295,3578,5,968057570,M,18,18,92123,Gladiator (2000),Action|Drama,False
539664,4104,1220,3,965409917,M,18,16,42141,"Blues Brothers, The (1980)",Action|Comedy|Musical,False
56046,2807,3114,4,972778111,F,35,11,22043,Toy Story 2 (1999),Animation|Children's|Comedy,False
466722,5996,2096,5,966275640,F,25,0,87114,Sleeping Beauty (1959),Animation|Children's|Musical,False
448636,604,2657,1,975871114,M,45,17,32256,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,False
301363,3822,1732,4,966297286,M,45,20,98027,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,False
807197,5553,2065,3,959457881,M,35,3,29425,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance,False
546363,4682,1230,5,965520824,M,25,7,05346,Annie Hall (1977),Comedy|Romance,False
572800,5618,708,4,964154750,F,18,4,92612,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,False
451264,816,317,4,975470118,M,45,0,92108,"Santa Clause, The (1994)",Children's|Comedy|Fantasy,False
832724,1010,2796,2,975230060,M,25,0,10310,Funny Farm (1988),Comedy,False
944633,3032,998,5,970350907,M,25,0,47303,Set It Off (1996),Action|Crime,False
810692,1645,3088,5,974975463,F,18,9,62225,Harvey (1950),Comedy,False
1000189,5532,404,5,959619841,M,25,17,27408,Brother Minister: The Assassination of Malcolm X (1994),Documentary,False
851721,3626,1894,4,966612534,M,25,17,75075,Six Days Seven Nights (1998),Adventure|Comedy|Romance,False
429283,2683,586,4,980029845,M,35,7,60188,Home Alone (1990),Children's|Comedy,False
635284,4344,3638,2,965307424,M,25,1,44240,Moonraker (1979),Action|Romance|Sci-Fi,False
190518,1577,2997,5,974737298,M,56,0,72227-5733,Being John Malkovich (1999),Comedy,False
101630,4482,3471,4,965095563,F,35,1,94044,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,False
29289,1150,1097,2,975197425,F,25,20,75226,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,False
985381,651,3804,1,975978938,M,35,7,20895,H.O.T.S. (1979),Comedy,False
426383,1369,1256,4,1004595737,M,25,5,12308,Duck Soup (1933),Comedy|War,False
535151,5744,543,4,959996374,F,25,4,66044,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,False
712778,337,173,2,976349638,M,18,19,80205,Judge Dredd (1995),Action|Adventure|Sci-Fi,False
207260,3624,2617,2,978455087,M,25,12,60068,"Mummy, The (1999)",Action|Adventure|Horror|Thriller,False
857945,3483,379,2,986327945,F,45,7,30260,Timecop (1994),Action|Sci-Fi,False
677610,3992,466,3,965597160,M,25,4,32653,Hot Shots! Part Deux (1993),Action|Comedy|War,False
466894,1074,1294,4,974941391,M,45,17,48073,M*A*S*H (1970),Comedy|War,False
306632,5426,2683,4,962943420,M,25,14,95821,Austin Powers: The Spy Who Shagged Me (1999),Comedy,False
761716,4048,2709,4,965500994,F,35,1,89431,Muppets From Space (1999),Children's|Comedy,False
329035,1448,3072,5,977257070,F,25,3,17522,Moonstruck (1987),Comedy,False
972043,4808,3709,3,962952469,M,35,0,96707-1321,Sleepwalkers (1992),Horror,False
299467,5852,913,4,958103314,F,25,1,94044,"Maltese Falcon, The (1941)",Film-Noir|Mystery,False
890374,3829,2349,3,965932736,F,25,1,22307,Mona Lisa (1986),Comedy|Thriller,False
496997,53,435,3,977977571,M,25,0,96931,Coneheads (1993),Comedy|Sci-Fi,False
188679,402,1079,5,976295586,M,25,11,55427,"Fish Called Wanda, A (1988)",Comedy,False
549840,802,2109,5,975403233,M,25,16,22801,"Jerk, The (1979)",Comedy,False
742397,4791,3551,3,962999172,M,18,4,55116,Marathon Man (1976),Thriller,False
347076,5512,1380,5,959713809,F,25,17,01701,Grease (1978),Comedy|Musical|Romance,False
837506,1019,3549,4,975522198,M,35,1,60640,Guys and Dolls (1955),Musical,False
387856,2854,2541,2,972577596,F,18,4,64151,Cruel Intentions (1999),Drama,False
367513,4386,454,4,965173354,M,25,5,74055,"Firm, The (1993)",Drama|Thriller,False
449121,2854,2657,2,972511615,F,18,4,64151,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,False
38799,2316,2762,4,974478226,M,35,0,13207,"Sixth Sense, The (1999)",Thriller,False
978235,2737,1399,3,973226894,M,25,3,50311,Marvin's Room (1996),Drama,False
337463,45,838,2,977988453,F,45,16,94110,Emma (1996),Comedy|Drama|Romance,False
643289,2564,3827,4,973972084,F,35,20,43230,Space Cowboys (2000),Action|Sci-Fi,False
49610,5797,260,4,958058979,M,25,7,78757,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
204478,3101,1304,4,969583121,M,18,15,91101,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,False
554852,1841,216,1,974697514,M,18,0,95037,Billy Madison (1995),Comedy,False
945947,3193,2231,3,968645527,M,25,0,92019,Rounders (1998),Crime|Drama,False
790755,877,3263,3,975271068,M,25,0,90631,White Men Can't Jump (1992),Comedy,False
507130,4543,62,3,966030622,M,25,2,11105,Mr. Holland's Opus (1995),Drama,False
694789,5371,2160,4,960480909,M,25,11,55408,Rosemary's Baby (1968),Horror|Thriller,False
937075,4305,12,4,1011533809,F,45,17,27616,Dracula: Dead and Loving It (1995),Comedy|Horror,False
890269,5539,3078,4,966967343,F,25,20,91403,Liberty Heights (1999),Drama,False
176430,3807,1968,4,966099087,F,35,19,32095,"Breakfast Club, The (1985)",Comedy|Drama,False
62439,2847,2194,3,972572458,M,18,4,10027,"Untouchables, The (1987)",Action|Crime|Drama,False
565250,4608,342,3,964190038,F,25,0,02144,Muriel's Wedding (1994),Comedy|Romance,False
425351,5922,1252,4,957469849,M,56,3,94561,Chinatown (1974),Film-Noir|Mystery|Thriller,False
315965,2760,3499,4,1006395849,M,56,0,01886,Misery (1990),Horror,False
214561,2457,1214,3,974179589,M,25,0,60656,Alien (1979),Action|Horror|Sci-Fi|Thriller,False
929776,4279,362,3,965286933,M,25,16,43215,"Jungle Book, The (1994)",Adventure|Children's|Romance,False
145360,3177,2396,4,968786310,F,25,6,94132,Shakespeare in Love (1998),Comedy|Romance,False
325429,1496,1101,1,974751715,M,25,17,94108,Top Gun (1986),Action|Romance,False
265355,4497,2070,4,965000011,M,50,0,29678,Tender Mercies (1983),Drama,False
814855,1260,1183,5,987168347,M,25,17,28262,"English Patient, The (1996)",Drama|Romance|War,False
255085,4183,377,3,965330556,M,25,1,91730,Speed (1994),Action|Romance|Thriller,False
149839,2140,1954,3,974636987,M,45,14,46804,Rocky (1976),Action|Drama,False
269369,1019,1279,4,975351440,M,35,1,60640,Night on Earth (1991),Comedy|Drama,False
814937,1693,1183,3,974711748,M,25,12,98684,"English Patient, The (1996)",Drama|Romance|War,False
893534,1962,3285,3,974686857,F,18,1,60914,"Beach, The (2000)",Adventure|Drama,False
769695,1587,1285,5,974735926,F,25,3,30308,Heathers (1989),Comedy,False
77303,3690,3578,3,966308172,M,18,0,63116,Gladiator (2000),Action|Drama,False
342632,2072,912,5,974658844,F,50,12,21133,Casablanca (1942),Drama|Romance|War,False
825914,3934,2867,3,965706185,M,25,0,44512,Fright Night (1985),Comedy|Horror,False
307416,4602,2759,1,978838765,M,35,7,10021,Dick (1999),Comedy,False
315714,1015,3499,5,975013645,M,35,3,11220,Misery (1990),Horror,False
597143,4406,2724,3,965155656,M,25,16,80013,Runaway Bride (1999),Comedy|Romance,False
367656,5317,454,3,972360977,F,25,0,02138,"Firm, The (1993)",Drama|Thriller,False
717970,1733,849,2,1014008726,M,18,14,43725,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,False
433988,1078,7,4,974938637,F,45,9,95661,Sabrina (1995),Comedy|Romance,False
415609,4458,778,4,965075079,F,25,4,15701-2017,Trainspotting (1996),Drama,False
463064,5942,3039,5,957206399,M,45,1,01867,Trading Places (1983),Comedy,False
77116,3138,3578,3,969050720,M,35,17,46229,Gladiator (2000),Action|Drama,False
948184,2665,2635,2,974822403,M,35,11,98443,"Mummy's Curse, The (1944)",Horror,False
606771,752,500,2,976223174,F,25,3,97401,Mrs. Doubtfire (1993),Comedy,False
846407,453,1963,5,976245265,M,18,4,55102,Take the Money and Run (1969),Comedy,False
227127,3469,2987,4,967156348,M,45,17,02176,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,False
671678,5443,2402,4,959981364,M,25,12,01915,Rambo: First Blood Part II (1985),Action|War,False
967614,5488,1612,3,959819166,M,25,15,91125,"Kiss Me, Guido (1997)",Comedy,False
725588,4972,1205,3,962607276,M,35,0,95118,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War,False
334796,320,3753,5,976418707,M,35,6,99516,"Patriot, The (2000)",Action|Drama|War,False
157996,4789,380,3,963001369,M,35,2,55104,True Lies (1994),Action|Adventure|Comedy|Romance,False
671002,2348,3639,3,974504122,M,50,12,06082,"Man with the Golden Gun, The (1974)",Action,False
918593,549,2819,4,976122937,M,25,6,53217,Three Days of the Condor (1975),Thriller,False
496243,3402,1104,4,967430958,M,35,20,30306,"Streetcar Named Desire, A (1951)",Drama,False
495291,4683,2193,1,963676697,M,25,0,22101,Willow (1988),Action|Adventure|Fantasy,False
725466,1647,1205,4,974805189,M,18,18,98118,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War,False
343172,4144,912,5,965344981,M,18,4,02451,Casablanca (1942),Drama|Romance|War,False
597205,5037,2724,3,962549648,M,35,12,11375,Runaway Bride (1999),Comedy|Romance,False
445449,1733,1276,4,977461472,M,18,14,43725,Cool Hand Luke (1967),Comedy|Drama,False
378424,4480,14,2,965028761,M,25,0,94403,Nixon (1995),Drama,False
20077,5108,3105,3,962334111,F,25,9,93940,Awakenings (1990),Drama,False
196622,2629,1580,4,973625841,M,25,11,15237,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
599750,2215,832,3,974601768,F,25,0,93940,Ransom (1996),Drama|Thriller,False
17973,3976,2791,5,965652739,F,25,0,44107,Airplane! (1980),Comedy,False
527202,5812,971,5,992069890,F,25,7,92120,Cat on a Hot Tin Roof (1958),Drama,False
544449,1333,2399,1,974775945,M,25,17,06460,Santa Claus: The Movie (1985),Adventure|Children's|Fantasy,False
984939,271,1863,3,976634989,M,18,4,48202,Major League: Back to the Minors (1998),Comedy,False
824667,5530,949,4,959995476,F,18,4,63141,East of Eden (1955),Drama,False
849937,1744,3196,4,974703836,M,35,12,50325,Stalag 17 (1953),Drama|War,False
419640,5530,428,5,959995944,F,18,4,63141,"Bronx Tale, A (1993)",Drama,False
106420,3371,1945,5,967606592,M,25,2,55405,On the Waterfront (1954),Crime|Drama,False
332771,2041,1569,4,974669253,F,25,20,24015,My Best Friend's Wedding (1997),Comedy|Romance,False
871488,2446,1969,4,974403368,M,18,7,10038,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",Horror,False
710134,4041,2134,5,965713724,M,18,3,48005,Weird Science (1985),Comedy,False
325172,5972,2406,4,959717347,F,25,20,55428,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,False
775758,182,852,3,977085481,M,18,4,03052,Tin Cup (1996),Comedy|Romance,False
875996,1983,2531,4,974685552,M,25,14,92109,Battle for the Planet of the Apes (1973),Action|Sci-Fi,False
524105,4005,3174,2,965559197,M,35,7,12110,Man on the Moon (1999),Comedy|Drama,False
418952,5345,1307,5,960672577,F,25,17,80003,When Harry Met Sally... (1989),Comedy|Romance,False
395789,1561,805,4,1024171255,F,18,4,11214,"Time to Kill, A (1996)",Drama,False
886205,3675,3617,3,966365023,M,35,7,06680,Road Trip (2000),Comedy,False
538415,3615,2021,2,966603363,M,25,17,76028,Dune (1984),Fantasy|Sci-Fi,False
496758,3557,1032,3,966829738,M,18,5,48185,Alice in Wonderland (1951),Animation|Children's|Musical,False
100672,337,3471,4,976353155,M,18,19,80205,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,False
772405,5769,3543,3,959646677,M,45,14,05602,Diner (1982),Comedy|Drama,False
246055,1071,2560,5,975007797,M,50,16,13045,Ravenous (1999),Drama|Horror,False
576730,3934,3785,1,965702905,M,25,0,44512,Scary Movie (2000),Comedy|Horror,False
350332,2529,1573,4,974055571,F,35,9,95903,Face/Off (1997),Action|Sci-Fi|Thriller,False
872738,424,1978,1,1017850934,M,25,17,55112,Friday the 13th Part V: A New Beginning (1985),Horror,False
139023,4763,2359,5,963227499,M,56,11,04259,Waking Ned Devine (1998),Comedy,False
372997,1502,3173,3,974751439,M,18,4,12188,Any Given Sunday (1999),Drama,False
777228,4169,350,3,975804710,M,50,0,66048,"Client, The (1994)",Drama|Mystery|Thriller,False
441334,4298,596,5,965270785,F,18,14,85705,Pinocchio (1940),Animation|Children's,False
393267,1694,223,4,974713650,M,25,12,98116,Clerks (1994),Comedy,False
410115,3934,1148,4,965705539,M,25,0,44512,"Wrong Trousers, The (1993)",Animation|Comedy,False
72518,3771,1210,4,966049436,M,25,1,14982,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
53126,1908,2028,3,974874737,M,56,13,95129,Saving Private Ryan (1998),Action|Drama|War,False
273605,2504,3386,2,974084245,M,25,7,98115,JFK (1991),Drama|Mystery,False
206815,911,2617,2,975256802,M,50,0,98226,"Mummy, The (1999)",Action|Adventure|Horror|Thriller,False
392307,3415,367,5,967518906,M,35,7,80129,"Mask, The (1994)",Comedy|Crime|Fantasy,False
899743,4658,519,1,963879564,M,25,4,99163,Robocop 3 (1993),Sci-Fi|Thriller,False
842401,3292,2969,4,968099211,F,50,6,79410,"Man and a Woman, A (Un Homme et une Femme) (1966)",Drama|Romance,False
397126,1974,300,4,974960696,M,35,17,12159,Quiz Show (1994),Drama,False
988031,3806,2902,3,965966323,M,18,4,55104,Psycho II (1983),Horror|Thriller,False
823681,3391,1464,5,967655540,M,18,4,48135,Lost Highway (1997),Mystery,False
108321,2125,2858,5,974645642,M,35,3,46033,American Beauty (1999),Comedy|Drama,False
636603,1058,293,4,974958334,M,25,1,97321,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,False
522758,5317,2371,4,960909757,F,25,0,02138,Fletch (1985),Comedy,False
564145,5795,3101,5,958152047,M,25,1,92688,Fatal Attraction (1987),Thriller,False
516217,1960,969,5,975458105,M,45,7,55555,"African Queen, The (1951)",Action|Adventure|Romance|War,False
438624,1560,2640,3,998153958,F,25,3,85226,Superman (1978),Action|Adventure|Sci-Fi,False
844885,4343,172,3,965228011,M,25,12,75007,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,False
474587,796,1375,3,975418661,M,50,6,98237,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,False
244793,4116,1617,5,965362222,M,35,7,07040,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,False
462779,4006,3039,4,965553362,M,1,7,48038,Trading Places (1983),Comedy,False
14779,1699,2918,5,974711670,F,25,19,98102,Ferris Bueller's Day Off (1986),Comedy,False
388505,1658,1673,2,974711641,F,35,6,94214,Boogie Nights (1997),Drama,False
537804,4089,1586,4,965430203,M,25,7,79416,G.I. Jane (1997),Action|Drama|War,False
751621,5394,125,4,961438544,M,18,0,60618,Flirting With Disaster (1996),Comedy,False
707931,5133,3053,1,962090261,M,18,11,10028,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,False
851580,1449,1894,2,976311574,M,35,20,17112,Six Days Seven Nights (1998),Adventure|Comedy|Romance,False
658656,3695,2145,4,966377825,M,25,2,98502,Pretty in Pink (1986),Comedy|Drama|Romance,False
355996,5153,1393,4,961970532,M,25,7,60046,Jerry Maguire (1996),Drama|Romance,False
568769,4517,440,3,964862950,F,18,1,48067,Dave (1993),Comedy|Romance,False
543004,5699,3264,3,958597677,M,35,15,94706,Buffy the Vampire Slayer (1992),Comedy|Horror,False
904832,1777,1228,5,974700346,M,25,20,17022,Raging Bull (1980),Drama,False
772960,4708,3040,4,963595464,M,25,0,60647,Meatballs (1979),Comedy,False
758664,4302,2915,4,965585555,M,50,1,45385,Risky Business (1983),Comedy,False
147540,4114,1953,3,965364260,M,35,14,48187,"French Connection, The (1971)",Action|Crime|Drama|Thriller,False
195389,5554,2167,3,959656245,M,25,1,92116,Blade (1998),Action|Adventure|Horror,False
131565,1380,1552,4,974947437,M,1,10,58078,Con Air (1997),Action|Adventure|Thriller,False
542200,977,2530,3,975110846,M,25,2,80110,Beneath the Planet of the Apes (1970),Action|Sci-Fi,False
579084,5065,3479,3,962913945,M,25,14,28715,Ladyhawke (1985),Adventure|Fantasy|Romance,False
587396,781,2572,5,975436708,M,18,4,95076,10 Things I Hate About You (1999),Comedy|Romance,False
769391,692,2154,3,979438012,F,25,0,85207,How Stella Got Her Groove Back (1998),Drama|Romance,False
147973,1099,1597,2,974926348,M,25,17,77059,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller,False
657223,4352,2141,4,965232435,M,18,4,11010,"American Tail, An (1986)",Animation|Children's|Comedy,False
938171,5553,1238,5,959457667,M,35,3,29425,Local Hero (1983),Comedy,False
785030,699,64,3,975559142,M,18,0,73505,Two if by Sea (1996),Comedy|Romance,False
982660,2235,414,1,974614572,M,1,10,46324,"Air Up There, The (1994)",Comedy,False
331028,3363,597,4,978226493,F,35,9,04046,Pretty Woman (1990),Comedy|Romance,False
727113,3032,112,4,970345054,M,25,0,47303,Rumble in the Bronx (1995),Action|Adventure|Crime,False
927147,6000,1858,3,956884296,M,45,17,30075,Mr. Nice Guy (1997),Action|Comedy,False
650794,1303,2116,3,974792528,M,25,19,94111,"Lord of the Rings, The (1978)",Adventure|Animation|Children's|Sci-Fi,False
216505,2599,1036,5,973794113,M,25,12,53154,Die Hard (1988),Action|Thriller,False
920317,3868,79,3,965854794,M,18,12,73112,"Juror, The (1996)",Drama|Thriller,False
641973,5061,1206,5,962495445,F,18,19,05070,"Clockwork Orange, A (1971)",Sci-Fi,False
259268,1724,2716,3,974706097,M,18,4,00961,Ghostbusters (1984),Comedy|Horror,False
944153,4708,2877,3,963515983,M,25,0,60647,Tommy (1975),Drama|Musical,False
595199,5878,3005,3,1043783952,F,25,0,60640,"Bone Collector, The (1999)",Thriller,False
81586,1317,3108,4,974783682,M,45,7,98028,"Fisher King, The (1991)",Comedy|Drama|Romance,False
369929,4518,1639,5,964842409,M,25,0,80903,Chasing Amy (1997),Drama|Romance,False
59164,5630,608,4,980084470,M,35,17,06854,Fargo (1996),Crime|Drama|Thriller,False
488351,1613,1020,2,974732817,M,18,20,61801,Cool Runnings (1993),Comedy,False
558719,3401,3448,3,967434104,M,35,7,76109,"Good Morning, Vietnam (1987)",Comedy|Drama|War,False
18148,4750,2791,5,963192885,F,25,0,91107,Airplane! (1980),Comedy,False
103862,3940,589,5,965693828,M,35,20,32708,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,False
742727,4345,3556,4,966266618,F,25,14,44304,"Virgin Suicides, The (1999)",Comedy|Drama,False
184849,1151,1394,5,975036687,M,25,15,46805,Raising Arizona (1987),Comedy,False
124390,4470,1372,5,965064494,M,35,12,15089,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi,False
705695,5244,2103,4,961383133,M,18,4,01095,Tall Tale (1994),Adventure|Children's,False
604629,774,1396,4,975441442,M,18,4,22903,Sneakers (1992),Crime|Drama|Sci-Fi,False
262665,1717,162,5,1009256419,F,50,6,30307,Crumb (1994),Documentary,False
812529,5333,1235,3,989022525,F,25,7,02332,Harold and Maude (1971),Comedy,False
989102,1496,2740,2,974757608,M,25,17,94108,"Kindred, The (1986)",Horror,False
483126,2056,923,5,974817327,M,25,4,56301,Citizen Kane (1941),Drama,False
257911,971,1912,3,975113579,M,25,12,43615,Out of Sight (1998),Action|Crime|Romance,False
820683,2485,1299,5,974144255,M,35,14,95746,"Killing Fields, The (1984)",Drama|War,False
89300,5321,1259,4,960861645,M,25,4,02457,Stand by Me (1986),Adventure|Comedy|Drama,False
863359,5895,3251,2,957462368,M,25,1,43026,Agnes of God (1985),Drama|Mystery,False
145934,4817,2396,5,962924391,M,25,1,20912,Shakespeare in Love (1998),Comedy|Romance,False
880051,4956,1010,4,962643683,M,35,15,77007,"Love Bug, The (1969)",Children's|Comedy,False
537688,3085,1586,2,998322722,M,25,4,78703,G.I. Jane (1997),Action|Drama|War,False
638047,4443,2346,5,965092338,M,56,2,91321,"Stepford Wives, The (1975)",Sci-Fi|Thriller,False
478221,4728,916,4,963353014,M,25,19,31401,Roman Holiday (1953),Comedy|Romance,False
338877,5480,1947,5,959866915,F,25,14,07030,West Side Story (1961),Musical|Romance,False
381712,1824,3481,2,974697287,F,18,4,43560,High Fidelity (2000),Comedy,False
834981,4732,155,4,963637812,M,25,14,24450,Beyond Rangoon (1995),Drama|War,False
213868,245,1214,4,976732493,M,35,16,66046,Alien (1979),Action|Horror|Sci-Fi|Thriller,False
824926,1440,2926,2,974758755,M,35,12,94520,Hairspray (1988),Comedy|Drama,False
213036,4725,2081,3,963375540,M,35,5,96707-1321,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,False
779714,5667,1100,1,958764096,M,35,7,10009,Days of Thunder (1990),Action|Romance,False
897551,4793,3557,2,963436360,F,25,6,48108,Jennifer 8 (1992),Thriller,False
919076,2063,437,2,974667249,M,25,4,43138,Cops and Robbersons (1994),Comedy,False
487471,5419,926,2,960173501,F,18,12,05055,All About Eve (1950),Drama,False
952887,2909,2381,3,971975277,M,25,7,43228,Police Academy 4: Citizens on Patrol (1987),Comedy,False
489489,1421,858,3,1029375163,F,1,10,53704,"Godfather, The (1972)",Action|Crime|Drama,False
678108,4705,2014,4,963673077,F,18,0,75115,Freaky Friday (1977),Children's|Comedy,False
936979,1010,12,3,975222613,M,25,0,10310,Dracula: Dead and Loving It (1995),Comedy|Horror,False
551701,3101,1676,4,969583775,M,18,15,91101,Starship Troopers (1997),Action|Adventure|Sci-Fi|War,False
64221,4386,648,3,965167839,M,25,5,74055,Mission: Impossible (1996),Action|Adventure|Mystery,False
839794,3402,2919,3,967433505,M,35,20,30306,Year of Living Dangerously (1982),Drama|Romance,False
536607,4140,2529,3,965348400,M,25,0,32112,Planet of the Apes (1968),Action|Sci-Fi,False
28682,2777,48,4,973052158,M,18,4,95326,Pocahontas (1995),Animation|Children's|Musical|Romance,False
915827,4908,2435,3,962681772,M,35,15,85282,Hurlyburly (1998),Drama,False
587647,2828,2572,1,972597527,M,18,4,02454,10 Things I Hate About You (1999),Comedy|Romance,False
212481,1449,2081,3,975519005,M,35,20,17112,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,False
530732,5323,1215,5,960848555,M,25,20,94122,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,False
66484,2424,2628,2,974232036,M,25,17,95035,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,False
313462,5061,497,5,962483172,F,18,19,05070,Much Ado About Nothing (1993),Comedy|Romance,False
699015,3934,3082,2,965703061,M,25,0,44512,"World Is Not Enough, The (1999)",Action|Thriller,False
802711,5837,3062,5,957844454,M,25,7,60607,"Longest Day, The (1962)",Action|Drama|War,False
316724,2180,353,5,974609565,M,25,12,27713-9225,"Crow, The (1994)",Action|Romance|Thriller,False
398132,3792,1777,4,967123724,M,25,6,68108,"Wedding Singer, The (1998)",Comedy|Romance,False
737383,1984,3104,4,974683580,M,18,10,92130,Midnight Run (1988),Action|Adventure|Comedy|Crime,False
557873,6001,2710,1,956809121,F,25,7,94117,"Blair Witch Project, The (1999)",Horror,False
